code,title,description,key,note,offered,credits,prereqs,ol_prereqs,restrictions,srcdb
"APOL 930","The Problem of Evil, Pain and Suffering","A seminar examining the problem of evil in classical theology and apologetics.  Theodicies from the time of the Church Fathers down through the modern era, as well as serious challenges to Christian theism, from both philosophy and apologetics, will be critically examined.  ","98","","Resident","3","","","","2022"
"APOL 935","Apologetics and Culture","This seminar develops a biblical, theological, and philosophical framework for understanding, evaluating, and engaging culture.","99","","Resident","3","","","","2022"
"APOL 940","Modern Apologetic Issues","A seminar examining current issues in apologetics, including pluralism, open theism, the validity/historicity of the biblical documents, and the validity of religious truth claims.","100","","Resident","3","","","","2022"
"APOL 950","Global Apologetics","A seminar on apologetic approaches to major religions.","101","","Resident","3","","","","2022"
"APOL 965","Apologetics in the Church","A course especially designed to deal with current issues in Christian evidences, so that the pastor can apply the results to preaching, teaching and evangelism.","102","","","3","","","","2022"
"APOL 987","Dissertation Writing in Applied Apologetics I","In this course, the doctoral candidate will compose the early chapters of a dissertation based on the candidate's research and organization of content.","103","","Online","5","APOL 850","","","2022"
"APOL 988","Dissertation Writing in Applied Apologetics II","In this course, the doctoral candidate will compose the middle chapters of a dissertation based on the candidate's research and organization of content.","104","","Online","5","APOL 987","","","2022"
"APOL 989","Dissertation Writing in Applied Apologetics III","In this course, the doctoral candidate will compose the final chapters of a dissertation based on the candidate's research and organization of content.  This course may be repeated until the dissertation supervisor indicates the dissertation is ready to be defended","105","","Online","5","APOL 988","","","2022"
"APOL 990","Dissertation Defense for Applied Apologetics","In this course, the doctoral candidate will provide an oral defense of his/her applied apologetics dissertation.","106","","Online","0","APOL 989","","","2022"
"APOL 995","Directed Research in Apologetics","Designed for the advanced student in good standing who has demonstrated an ability to work independently. The student will work with the instructor in developing a proposal for guided research in a specified area of Apologetics.","107","","Resident","1","","","","2022"
"APOL 997","Seminar in Apologetics","An intensive study in a specific subject of Apologetics. This course allows variation in the approach and content of the regular curriculum and often will be used by visiting professors.","108","","Resident","3","","","","2022"
"ARAB 101","Elementary Arabic I","Introduction to Modern Standard Arabic, including Arabic script, grammar, vocabulary, as well as developing skills in reading, writing, listening, and speaking.","109","","Resident","3","","","","2022"
"ARAB 102","Elementary Arabic II","Introduction to Modern Standard Arabic, including grammar, syntax, morphology, phonology, vocabulary, as well as advancing skills in reading, writing, listening, and speaking.","110","","Resident","3","ARAB 101","","","2022"
"ARAB 201","Intermediate Arabic I","Continued study of Modern Standard Arabic, including grammar, syntax, morphology, phonology, vocabulary, as well as advancing skills in reading, writing, listening, and speaking.","111","","Resident","3","ARAB 102","","","2022"
"ARAB 202","Intermediate Arabic II","Continued intermediate study of Modern Standard Arabic, including grammar, syntax, morphology, phonology, vocabulary, as well as advancing skills in reading, writing, listening, and speaking.","112","","Resident","3","ARAB 201","","","2022"
"ARTS 105","Art Appreciation","The development of a satisfying discourse between the student and the work of art, employing a selective survey of major achievements and movements in the visual art of western civilization.","113","","Resident and Online","3","","","","2022"
